,CANTON,EDAD,ES_URBANO,SEXO,ES_DEPENDIENTE,ESTADO_VIVIENDA,E.HACINAMIENTO,ALFABETIZACION,ESCOLARIDAD_PROMEDIO,ASISTENCIA_EDUCACION,FUERZA_DE_TRABAJO,SEGURO,N.EXTRANJERO,C.DISCAPACIDAD,POBLACION_TOTAL,SUPERFICIE,DENSIDAD_POBLACION,VIVIENDAS_INDIVIDUALES_OCUPADAS,PROMEDIO_DE_OCUPANTES,P.JEFAT.FEMENINA,P.JEFAT.COMPARTIDA,VOTO_R1,VOTO_R2,ES_ENTRENAMIENTO,PREDICCION_R1,PREDICCION_R2,PREDICCION_R2_CON_R1
312,POCOCI,26,0,0,0,1,0,1,9.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
313,SAN CARLOS,44,1,0,0,0,0,1,7.6,0,0,0,0,1,163745,3348.0,49,44966,3.62,24.7,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
314,HOJANCHA,53,0,1,0,1,0,1,7.5,0,0,0,0,0,7197,261.4,28,2028,3.55,24.4,9.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
315,HEREDIA,44,1,0,0,1,0,1,12.2,0,0,0,1,0,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
316,TARRAZU,63,1,1,0,1,0,1,4.3,0,0,1,0,0,16280,297.5,55,4551,3.58,23.0,13.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
317,TURRIALBA,25,0,1,0,1,0,1,6.3,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
318,DESAMPARADOS,51,1,1,0,1,0,1,5.7,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
319,LIBERIA,60,0,1,0,1,0,1,6.5,0,0,0,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
320,SAN JOSE,46,1,1,0,1,0,1,10.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
321,ATENAS,25,0,0,0,1,0,1,7.4,0,1,1,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
322,SIQUIRRES,52,1,0,0,0,0,1,7.2,0,0,0,0,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
323,VALVERDE VEGA,51,0,0,0,0,0,1,4.9,0,1,0,0,1,18085,120.3,150,5054,3.57,26.6,7.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
324,PARRITA,64,0,1,0,0,0,1,7.0,0,0,0,0,0,16115,478.8,34,4833,3.32,25.1,5.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
325,DESAMPARADOS,19,1,0,0,1,0,1,7.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
326,PARAISO,47,0,0,0,0,0,1,9.3,0,0,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
327,PEREZ ZELEDON,35,1,0,0,0,0,1,8.1,0,0,0,0,0,134534,1905.5,71,38508,3.48,29.3,7.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
328,LIBERIA,64,1,0,0,0,0,1,9.5,0,0,0,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
329,SAN RAMON,62,1,0,0,1,0,1,4.9,0,1,1,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCESIBILIDAD SIN EXCLUSION,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
330,SAN RAFAEL,45,1,0,0,1,0,1,10.6,0,1,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
331,TURRIALBA,47,0,1,0,0,1,1,8.3,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,BLANCO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
332,SAN JOSE,36,1,1,0,1,0,1,10.3,1,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
333,GOLFITO,46,0,1,0,0,0,1,5.8,0,0,0,0,0,39150,1754.0,22,11576,3.37,27.7,6.6,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
334,DESAMPARADOS,56,1,1,0,0,0,1,9.7,0,0,0,1,0,208411,118.3,1762,57355,3.62,34.2,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
335,SAN RAMON,27,0,1,0,1,0,1,9.0,0,0,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
336,LA UNION,29,1,0,0,1,0,1,8.2,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
337,PUNTARENAS,40,1,1,0,0,0,1,6.3,0,0,0,0,0,115019,1842.3,62,33228,3.44,29.9,4.8,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
338,SIQUIRRES,63,1,0,0,0,1,1,5.2,0,0,1,0,0,56786,860.2,66,16206,3.49,25.0,6.6,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
339,SIQUIRRES,50,0,1,0,0,0,1,3.2,0,0,0,1,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
340,POCOCI,50,0,0,0,1,0,1,7.4,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
341,SANTA CRUZ,64,1,1,0,0,0,1,8.4,0,0,0,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
342,ASERRI,55,1,1,0,0,0,1,7.4,0,1,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
343,ASERRI,54,1,0,0,0,0,1,8.4,1,1,1,0,0,57892,167.1,346,16120,3.59,30.0,5.8,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
344,GUATUSO,18,0,1,0,1,0,1,4.8,1,0,1,0,0,15508,758.3,20,4409,3.51,22.4,7.9,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
345,PARAISO,34,0,0,0,1,0,0,7.3,0,1,0,0,0,57743,411.9,140,14626,3.94,26.0,4.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
346,POAS,37,0,1,0,0,0,1,10.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
347,SAN JOSE,63,1,0,0,1,0,1,11.2,1,0,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
348,GUATUSO,53,0,0,0,1,0,1,4.5,0,0,1,0,0,15508,758.3,20,4409,3.51,22.4,7.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
349,TIBAS,32,1,1,0,0,0,1,11.1,0,0,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
350,ZARCERO,39,1,0,0,1,0,1,9.2,0,1,1,0,0,12205,155.1,79,3333,3.65,21.0,6.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
351,ALAJUELA,23,1,1,0,1,0,1,9.4,1,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,DE LOS TRABAJADORES,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
352,BARVA,20,1,0,0,1,0,1,8.9,0,1,0,0,0,40660,53.8,756,11291,3.59,27.4,9.5,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
353,POCOCI,30,1,1,0,0,1,0,8.6,0,1,0,0,1,125962,2403.5,52,36238,3.46,26.5,6.3,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
354,OROTINA,24,1,0,0,1,0,1,6.6,1,0,0,0,0,20341,141.9,143,6024,3.37,27.8,5.1,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
355,POCOCI,24,1,1,0,1,0,1,9.6,0,0,0,1,0,125962,2403.5,52,36238,3.46,26.5,6.3,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
356,LA UNION,27,1,0,0,1,0,1,11.2,0,0,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
357,TALAMANCA,38,0,0,0,0,0,1,7.9,0,0,1,0,0,30712,2809.9,11,7999,3.83,26.7,5.2,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
358,POAS,33,1,1,0,1,0,1,7.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
359,SAN CARLOS,31,0,0,0,0,0,1,7.6,0,0,0,0,0,163745,3348.0,49,44966,3.62,24.7,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
360,TURRIALBA,55,0,1,0,1,0,1,8.0,0,0,0,0,0,69616,1642.7,42,20453,3.4,26.5,8.3,NUEVA GENERACION,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
361,MORAVIA,60,1,1,0,1,0,1,12.1,0,1,1,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
362,ALAJUELA,57,1,0,0,0,0,1,8.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,REPUBLICANO SOCIAL CRISTIANO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
363,PURISCAL,19,0,0,0,1,0,1,10.2,1,1,0,0,0,33004,553.7,60,9787,3.36,28.2,6.9,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
364,SIQUIRRES,50,0,0,0,0,0,1,5.2,0,0,0,1,0,56786,860.2,66,16206,3.49,25.0,6.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
365,SAN JOSE,45,1,1,0,0,0,1,11.3,0,1,0,0,0,288054,44.6,6456,81903,3.5,39.6,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
366,PEREZ ZELEDON,37,0,1,0,1,0,1,9.1,0,0,0,0,1,134534,1905.5,71,38508,3.48,29.3,7.8,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
367,ALAJUELA,22,1,0,0,1,0,1,9.4,0,0,1,0,0,254886,388.4,656,72031,3.49,28.2,7.6,LIBERACION NACIONAL,NULO,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
368,CARTAGO,54,1,1,0,1,0,1,5.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,NUEVA GENERACION,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
369,ATENAS,44,1,1,0,1,0,1,7.4,0,0,0,0,0,25460,127.2,200,7472,3.41,22.9,8.5,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
370,LA UNION,60,1,0,0,1,0,1,9.0,0,1,0,0,0,99399,44.8,2217,26979,3.67,31.5,8.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
371,OREAMUNO,57,1,1,0,1,1,1,8.7,0,0,1,0,0,45473,201.3,226,11232,4.04,26.0,7.2,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
372,CARTAGO,44,1,0,0,1,0,1,9.8,0,0,1,0,0,147898,287.8,514,38618,3.8,28.7,6.4,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
373,POCOCI,42,1,0,0,0,0,1,6.6,0,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
374,TIBAS,54,1,1,0,1,0,1,11.3,1,1,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
375,SANTA CRUZ,63,1,0,0,0,0,1,6.4,0,0,1,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
376,QUEPOS,45,0,0,0,1,0,1,5.8,1,1,0,0,0,26861,543.8,49,8094,3.32,24.6,8.0,UNIDAD SOCIAL CRISTIANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
377,ALAJUELA,50,1,1,0,0,0,1,6.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
378,PALMARES,34,1,1,0,1,0,1,10.5,0,0,0,0,0,34716,38.1,912,9657,3.58,27.6,9.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
379,COTO BRUS,19,0,1,0,0,0,1,9.4,0,0,1,0,0,38453,933.9,41,10936,3.5,24.6,7.8,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
380,POCOCI,49,0,1,0,0,0,1,8.6,0,0,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
381,HEREDIA,49,1,1,0,1,0,1,12.2,0,1,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
382,MORA,21,0,1,0,0,0,1,9.9,1,0,0,1,0,26294,162.0,162,7782,3.38,28.7,10.1,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
383,SAN RAMON,33,0,1,0,1,0,0,9.0,0,1,0,0,0,80566,1018.6,79,23301,3.44,28.4,8.3,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
384,POAS,39,1,1,0,0,0,1,8.3,0,0,0,0,0,29199,73.8,395,7906,3.69,22.8,9.3,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
385,ALVARADO,54,1,0,0,1,0,1,6.2,0,0,0,0,0,14312,81.1,177,3612,3.95,19.5,8.8,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
386,LIBERIA,19,1,0,0,1,0,1,8.4,0,1,0,0,0,62987,1436.5,44,16577,3.75,33.1,7.5,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
387,DESAMPARADOS,57,1,1,0,1,0,1,5.7,1,0,0,0,1,208411,118.3,1762,57355,3.62,34.2,6.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
388,GOICOECHEA,27,1,0,0,0,0,1,8.5,0,1,0,0,1,115084,31.5,3653,32520,3.53,37.1,7.3,LIBERACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
389,HEREDIA,31,1,1,0,0,0,1,13.2,0,0,0,0,0,123616,282.6,437,35216,3.5,34.9,9.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
390,MATINA,22,1,0,0,0,0,1,5.7,0,0,0,0,0,37721,772.6,49,10410,3.59,22.6,2.7,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
391,MORA,26,0,1,0,1,0,1,10.9,0,1,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
392,ALAJUELA,44,1,0,0,0,0,1,8.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
393,TIBAS,26,1,0,0,1,0,1,11.1,0,1,0,0,0,64842,8.1,7956,19160,3.38,40.1,7.6,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
394,SANTA CRUZ,20,0,0,0,1,0,1,10.5,0,1,0,0,0,55104,1312.3,42,16645,3.31,31.7,4.9,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
395,SAN RAFAEL,21,1,0,0,1,0,1,8.6,1,1,0,0,0,45965,48.4,950,12957,3.54,30.5,10.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
396,DESAMPARADOS,33,1,0,0,0,0,1,7.6,0,0,0,0,0,208411,118.3,1762,57355,3.62,34.2,6.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
397,DESAMPARADOS,63,1,1,0,0,0,1,5.7,1,0,1,0,1,208411,118.3,1762,57355,3.62,34.2,6.9,MOVIMIENTO LIBERTARIO,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
398,ALAJUELA,26,1,1,0,1,1,1,8.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,REPUBLICANO SOCIAL CRISTIANO,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
399,LIBERIA,29,1,0,0,1,0,1,7.4,0,1,0,0,1,62987,1436.5,44,16577,3.75,33.1,7.5,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
400,GOICOECHEA,60,1,0,0,0,0,1,10.7,0,1,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
401,ASERRI,54,1,1,0,1,0,1,5.4,0,0,0,0,0,57892,167.1,346,16120,3.59,30.0,5.8,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
402,MORAVIA,59,1,1,0,1,0,1,12.1,0,1,0,0,0,56919,28.6,1989,16874,3.36,33.9,8.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
403,POCOCI,21,0,0,0,0,0,1,5.6,1,1,0,0,0,125962,2403.5,52,36238,3.46,26.5,6.3,LIBERACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
404,SANTA ANA,64,1,0,0,1,0,1,8.2,0,1,0,0,0,49123,61.4,800,14235,3.43,29.8,10.2,ACCION CIUDADANA,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
405,VAZQUEZ DE CORONADO,27,1,1,0,1,0,1,12.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
406,DESAMPARADOS,39,1,1,0,0,0,1,11.6,1,1,0,0,1,208411,118.3,1762,57355,3.62,34.2,6.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
407,ALAJUELA,35,1,1,0,1,0,1,9.4,0,1,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
408,TARRAZU,64,1,1,0,1,0,1,6.3,0,0,0,0,0,16280,297.5,55,4551,3.58,23.0,13.2,RESTAURACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
409,ALAJUELA,28,1,0,0,1,0,1,10.4,0,0,0,0,0,254886,388.4,656,72031,3.49,28.2,7.6,INTEGRACION NACIONAL,RESTAURACION NACIONAL,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
410,SAN ISIDRO,19,0,0,0,0,0,1,10.5,1,1,0,0,0,20633,27.0,765,5807,3.54,28.5,11.9,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
411,ABANGARES,50,0,0,0,0,0,1,6.2,0,1,0,0,0,18039,675.8,27,5311,3.39,26.7,6.6,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
412,GOICOECHEA,21,1,0,0,1,0,0,8.5,1,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
413,MORA,46,0,1,0,1,0,1,10.9,0,0,0,0,0,26294,162.0,162,7782,3.38,28.7,10.1,INTEGRACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
414,NICOYA,56,0,0,0,0,0,1,4.7,0,0,1,0,0,50825,1333.7,38,15038,3.38,30.7,5.9,UNIDAD SOCIAL CRISTIANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
415,DESAMPARADOS,55,1,1,0,1,1,1,5.7,0,0,0,1,0,208411,118.3,1762,57355,3.62,34.2,6.9,RESTAURACION NACIONAL,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
416,VAZQUEZ DE CORONADO,35,1,0,0,1,0,1,8.8,0,0,0,0,0,60486,222.2,272,17155,3.52,31.3,8.1,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
417,CARTAGO,55,1,0,0,1,0,1,7.6,0,0,0,0,0,147898,287.8,514,38618,3.8,28.7,6.4,ACCION CIUDADANA,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
418,GOICOECHEA,36,1,0,0,0,0,1,11.5,0,0,0,0,0,115084,31.5,3653,32520,3.53,37.1,7.3,RENOVACION COSTARRICENSE,ACCION CIUDADANA,1,ACCION CIUDADANA,ACCION CIUDADANA,ACCION CIUDADANA
